usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Commercial;Van;no;5;;Highly Urban/ Urban;15/02/2022;complet;dev_integral;2091;1966;Non;Oui;25k-50k€;150-200k€;4-8pts
Private;Sports Car;no;2;1.0;Highly Urban/ Urban;03/10/2020;complet;dev_express;2092;1945;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;16.0;Highly Urban/ Urban;10/02/2021;complet;dev_express;2093;2004;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;Van;yes;9;13.0;Highly Urban/ Urban;15/04/2020;complet;dev_integral;2094;1946;Non;Non;50k-75k€;+200k€;8-12pts
Private;Pickup;no;0;13.0;Highly Urban/ Urban;23/05/2021;complet;dev_express;2095;1942;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;0;13.0;Highly Urban/ Urban;03/01/2022;complet;dev_premium;2096;1959;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;1;1.0;Highly Urban/ Urban;10/06/2021;complet;dev_express;2097;1976;Non;Non;25k-50k€;+200k€;0-4pts
Private;Van;yes;5;9.0;Highly Urban/ Urban;30/09/2020;incomplet;dev_integral;2098;1974;Non;Non;50k-75k€;+200k€;4-8pts
Commercial;Panel Truck;yes;1;14.0;z_Highly Rural/ Rural;04/08/2021;complet;dev_premium;2099;1966;Oui;Oui;75k-100k€;+200k€;0-4pts
Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;21/11/2019;complet;dev_integral;2100;1941;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;23.0;Highly Urban/ Urban;25/10/2020;complet;dev_vip;2101;1988;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;no;0;1.0;Highly Urban/ Urban;11/09/2021;complet;dev_premium;2102;2016;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Panel Truck;yes;6;1.0;Highly Urban/ Urban;25/01/2021;complet;dev_integral;2103;1963;Non;Non;25k-50k€;0-75k€;4-8pts
Private;Minivan;yes;0;6.0;Highly Urban/ Urban;15/08/2021;complet;dev_integral;2104;1971;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;02/04/2020;incomplet;dev_premium;2105;1953;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;10/02/2020;complet;dev_premium;2106;1980;Non;Non;25k-50k€;0-75k€;4-8pts
Commercial;z_SUV;no;3;5.0;Highly Urban/ Urban;16/07/2019;complet;dev_premium;2107;1982;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;2;6.0;Highly Urban/ Urban;17/04/2020;complet;dev_express;2108;1992;Non;Oui;0-25k€;-;0-4pts
Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;21/12/2020;complet;dev_integral;2109;1933;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;no;2;14.0;Highly Urban/ Urban;02/07/2020;complet;dev_integral;2110;1933;Non;Non;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;0;5.0;Highly Urban/ Urban;10/09/2020;complet;dev_express;2111;1963;Non;Non;0-25k€;150-200k€;0-4pts
Private;z_SUV;no;0;4.0;Highly Urban/ Urban;22/05/2021;incomplet;dev_premium;2112;1977;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;05/01/2021;complet;dev_integral;2113;1972;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Pickup;yes;2;6.0;Highly Urban/ Urban;27/03/2022;complet;dev_express;2114;1970;Non;Oui;25k-50k€;150-200k€;0-4pts
Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;01/07/2019;complet;dev_premium;2115;1934;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;10.0;z_Highly Rural/ Rural;01/07/2021;complet;dev_integral;2116;1961;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;6;7.0;Highly Urban/ Urban;14/05/2022;incomplet;dev_express;2117;1932;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;8;19.0;Highly Urban/ Urban;02/04/2022;complet;dev_premium;2118;2017;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;08/06/2021;incomplet;dev_premium;2119;2002;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;5;11.0;Highly Urban/ Urban;08/06/2019;complet;dev_premium;2120;1990;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;6;9.0;Highly Urban/ Urban;22/04/2020;complet;dev_integral;2121;1955;Oui;Oui;0-25k€;75-150k€;4-8pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;17/12/2019;complet;dev_integral;2122;1949;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;no;1;13.0;Highly Urban/ Urban;13/06/2019;complet;dev_premium;2123;1939;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;3;7.0;Highly Urban/ Urban;14/04/2021;incomplet;dev_integral;2124;2013;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;11.0;Highly Urban/ Urban;16/08/2020;complet;dev_integral;2125;1944;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;0;12.0;Highly Urban/ Urban;08/05/2019;complet;dev_express;2126;1963;Non;Non;50k-75k€;+200k€;0-4pts
Private;Pickup;no;3;;Highly Urban/ Urban;19/09/2021;complet;dev_express;2127;1965;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;6;1.0;Highly Urban/ Urban;17/08/2021;complet;dev_integral;2128;1998;Non;Non;0-25k€;0-75k€;4-8pts
Private;Sports Car;no;7;1.0;Highly Urban/ Urban;26/02/2021;complet;dev_express;2129;1959;Non;Oui;25k-50k€;+200k€;4-8pts
Private;z_SUV;no;0;4.0;Highly Urban/ Urban;10/07/2021;complet;dev_integral;2130;2021;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;0;4.0;Highly Urban/ Urban;26/10/2019;complet;dev_integral;2131;2000;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;9.0;Highly Urban/ Urban;15/02/2020;complet;dev_integral;2132;2006;Non;Non;50k-75k€;+200k€;0-4pts
Private;Van;no;3;6.0;Highly Urban/ Urban;27/11/2020;complet;dev_premium;2133;2000;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;20/04/2022;incomplet;dev_express;2134;1950;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;1;13.0;Highly Urban/ Urban;09/03/2020;complet;dev_integral;2135;2011;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;6;8.0;Highly Urban/ Urban;09/10/2021;complet;dev_premium;2136;1951;Non;Non;75k-100k€;0-75k€;4-8pts
Private;Van;no;0;7.0;Highly Urban/ Urban;25/04/2019;incomplet;dev_premium;2137;2011;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;30/04/2022;complet;dev_premium;2138;1960;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;no;0;10.0;z_Highly Rural/ Rural;28/02/2020;complet;dev_integral;2139;1934;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Van;no;5;1.0;Highly Urban/ Urban;24/02/2021;complet;dev_integral;2140;1941;Non;Non;+100k€;+200k€;4-8pts
Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;07/04/2022;complet;dev_integral;2141;1953;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;0;4.0;Highly Urban/ Urban;18/06/2021;incomplet;dev_express;2142;1970;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;5;10.0;Highly Urban/ Urban;07/02/2020;complet;dev_integral;2143;2009;Oui;Oui;0-25k€;75-150k€;4-8pts
Private;Pickup;no;2;14.0;Highly Urban/ Urban;13/09/2021;complet;dev_premium;2144;1998;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;12.0;Highly Urban/ Urban;08/04/2020;complet;dev_integral;2145;1950;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;no;0;15.0;z_Highly Rural/ Rural;22/08/2019;complet;dev_integral;2146;1966;Oui;Oui;-;150-200k€;0-4pts
Commercial;Minivan;no;2;14.0;Highly Urban/ Urban;22/01/2021;complet;dev_premium;2147;1995;Oui;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;no;0;12.0;z_Highly Rural/ Rural;03/08/2021;complet;dev_express;2148;2011;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;29/12/2021;complet;dev_integral;2149;1956;Oui;Oui;-;75-150k€;0-4pts
Private;Pickup;yes;4;18.0;Highly Urban/ Urban;10/04/2019;complet;dev_express;2150;1981;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;0;8.0;Highly Urban/ Urban;05/11/2019;complet;dev_express;2151;1956;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;no;0;4.0;Highly Urban/ Urban;30/07/2021;complet;dev_integral;2152;1951;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;1;1.0;Highly Urban/ Urban;15/10/2019;complet;dev_integral;2153;2013;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Sports Car;no;0;16.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;2154;1950;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;3;9.0;Highly Urban/ Urban;17/03/2020;complet;dev_integral;2155;1951;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;2;11.0;Highly Urban/ Urban;11/05/2020;complet;dev_integral;2156;1978;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;no;1;19.0;Highly Urban/ Urban;13/01/2021;complet;dev_express;2157;1993;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;3;1.0;Highly Urban/ Urban;25/04/2019;complet;dev_express;2158;1989;Oui;Oui;-;75-150k€;0-4pts
Private;Van;yes;1;1.0;Highly Urban/ Urban;16/08/2019;incomplet;dev_express;2159;1952;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Pickup;no;0;18.0;z_Highly Rural/ Rural;07/05/2022;complet;dev_integral;2160;1955;Oui;Oui;-;150-200k€;0-4pts
Private;Minivan;yes;1;11.0;z_Highly Rural/ Rural;02/05/2020;complet;dev_integral;2161;1971;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;20/04/2021;incomplet;dev_integral;2162;2000;Non;Non;50k-75k€;-;0-4pts
Private;Van;yes;0;15.0;Highly Urban/ Urban;13/10/2019;incomplet;dev_express;2163;1937;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Pickup;no;0;8.0;Highly Urban/ Urban;04/09/2020;complet;dev_integral;2164;1964;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Van;no;5;13.0;Highly Urban/ Urban;30/04/2021;complet;dev_express;2165;1964;Oui;Oui;+100k€;0-75k€;4-8pts
Private;Van;yes;0;23.0;Highly Urban/ Urban;17/04/2020;complet;dev_integral;2166;1999;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;1;6.0;z_Highly Rural/ Rural;17/11/2021;complet;dev_express;2167;1968;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;2;13.0;Highly Urban/ Urban;04/08/2021;complet;dev_integral;2168;1968;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;no;0;10.0;Highly Urban/ Urban;09/01/2020;complet;dev_premium;2169;1939;Non;Non;50k-75k€;-;0-4pts
Private;z_SUV;no;4;3.0;Highly Urban/ Urban;07/01/2022;complet;dev_premium;2170;1993;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;10.0;Highly Urban/ Urban;19/02/2021;incomplet;dev_express;2171;1966;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;0;13.0;Highly Urban/ Urban;25/10/2021;complet;dev_express;2172;1933;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;0;13.0;Highly Urban/ Urban;22/09/2021;complet;dev_express;2173;1958;Non;Oui;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;5;5.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;2174;2019;Non;Oui;+100k€;+200k€;4-8pts
Commercial;Minivan;yes;1;1.0;Highly Urban/ Urban;19/12/2019;complet;dev_express;2175;1969;Non;Oui;+100k€;0-75k€;0-4pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;13/05/2022;complet;dev_integral;2176;1940;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;18.0;Highly Urban/ Urban;20/10/2019;complet;dev_integral;2177;1966;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;4;10.0;Highly Urban/ Urban;11/05/2022;complet;dev_express;2178;1968;Non;Non;+100k€;+200k€;0-4pts
Commercial;Van;yes;3;6.0;Highly Urban/ Urban;20/07/2020;complet;dev_integral;2179;2017;Non;Non;-;0-75k€;0-4pts
Private;Minivan;no;0;7.0;Highly Urban/ Urban;18/09/2019;incomplet;dev_integral;2180;1959;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;04/02/2020;complet;dev_premium;2181;2006;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;14/04/2019;complet;dev_integral;2182;2005;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;16/06/2020;complet;dev_express;2183;1945;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;3;9.0;Highly Urban/ Urban;29/03/2022;complet;dev_integral;2184;1958;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;0;4.0;z_Highly Rural/ Rural;07/10/2021;complet;dev_integral;2185;1946;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;4;10.0;z_Highly Rural/ Rural;05/08/2021;complet;dev_express;2186;1935;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;0;9.0;z_Highly Rural/ Rural;16/01/2021;incomplet;dev_express;2187;1952;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;1;10.0;Highly Urban/ Urban;25/07/2020;complet;dev_express;2188;1967;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Sports Car;no;3;10.0;z_Highly Rural/ Rural;16/01/2020;incomplet;dev_premium;2189;2006;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;6;1.0;Highly Urban/ Urban;01/07/2020;complet;dev_premium;2190;2009;Oui;Oui;-;150-200k€;4-8pts
Private;Minivan;yes;0;7.0;z_Highly Rural/ Rural;24/10/2019;complet;dev_premium;2191;1933;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Panel Truck;no;1;;z_Highly Rural/ Rural;01/07/2019;complet;dev_express;2192;1970;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;0;1.0;z_Highly Rural/ Rural;07/05/2019;complet;dev_premium;2193;1978;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;16.0;Highly Urban/ Urban;14/11/2019;complet;dev_premium;2194;2008;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;5;4.0;Highly Urban/ Urban;18/09/2021;complet;dev_integral;2195;2021;Non;Oui;50k-75k€;-;4-8pts
Commercial;Van;no;5;14.0;Highly Urban/ Urban;05/02/2021;complet;dev_express;2196;1974;Non;Non;75k-100k€;+200k€;4-8pts
Private;z_SUV;no;0;3.0;z_Highly Rural/ Rural;12/02/2022;complet;dev_premium;2197;1997;Non;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;yes;0;13.0;z_Highly Rural/ Rural;16/12/2020;incomplet;dev_integral;2198;2004;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;1.0;Highly Urban/ Urban;02/04/2019;complet;dev_integral;2199;1966;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;1;6.0;Highly Urban/ Urban;16/07/2020;complet;dev_integral;2200;1963;Non;Oui;25k-50k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;0;8.0;z_Highly Rural/ Rural;12/04/2020;complet;dev_integral;2201;1955;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Sports Car;no;3;6.0;z_Highly Rural/ Rural;02/07/2020;complet;dev_integral;2202;2021;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;3;17.0;Highly Urban/ Urban;13/01/2020;complet;dev_integral;2203;1989;Non;Non;+100k€;0-75k€;0-4pts
Commercial;z_SUV;no;1;10.0;Highly Urban/ Urban;28/04/2021;complet;dev_integral;2204;1940;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;13/06/2020;complet;dev_integral;2205;1993;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;5;6.0;Highly Urban/ Urban;14/10/2021;complet;dev_express;2206;1974;Oui;Oui;25k-50k€;0-75k€;4-8pts
Commercial;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/06/2020;complet;dev_integral;2207;2007;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;1;;z_Highly Rural/ Rural;24/03/2019;complet;dev_express;2208;1943;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;4;1.0;Highly Urban/ Urban;30/09/2019;complet;dev_premium;2209;2004;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;12/08/2021;incomplet;dev_integral;2210;1958;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;20/06/2020;complet;dev_integral;2211;1936;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;2;10.0;z_Highly Rural/ Rural;03/04/2020;complet;dev_integral;2212;2008;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;7;9.0;Highly Urban/ Urban;31/10/2019;complet;dev_express;2213;1940;Non;Oui;0-25k€;0-75k€;4-8pts
Private;Minivan;yes;0;1.0;Highly Urban/ Urban;18/03/2022;complet;dev_premium;2214;1954;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;5.0;Highly Urban/ Urban;17/06/2021;complet;dev_integral;2215;1948;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Pickup;yes;5;1.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;2216;1941;Non;Non;25k-50k€;150-200k€;4-8pts
Private;z_SUV;no;4;10.0;Highly Urban/ Urban;19/02/2020;incomplet;dev_integral;2217;1976;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;0;1.0;Highly Urban/ Urban;01/05/2019;complet;dev_premium;2218;1980;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;7;11.0;Highly Urban/ Urban;07/07/2021;complet;dev_express;2219;1962;Non;Non;50k-75k€;+200k€;4-8pts
Commercial;Panel Truck;yes;2;;z_Highly Rural/ Rural;11/04/2020;complet;dev_integral;2220;1950;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;3;1.0;Highly Urban/ Urban;19/08/2020;complet;dev_express;2221;2020;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;14/09/2019;complet;dev_express;2222;1974;Non;Non;0-25k€;0-75k€;0-4pts
Private;Van;no;0;5.0;Highly Urban/ Urban;25/06/2019;complet;dev_express;2223;1940;Non;Non;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;14.0;Highly Urban/ Urban;03/06/2020;complet;dev_express;2224;1959;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Pickup;no;1;6.0;z_Highly Rural/ Rural;21/03/2020;complet;dev_premium;2225;1938;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;no;2;9.0;Highly Urban/ Urban;03/04/2021;complet;dev_vip;2226;2002;Oui;Oui;+100k€;+200k€;0-4pts
Commercial;Panel Truck;no;4;15.0;Highly Urban/ Urban;23/09/2020;complet;dev_integral;2227;1968;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;12/12/2021;complet;dev_integral;2228;2017;Non;Non;25k-50k€;-;0-4pts
Private;z_SUV;no;4;12.0;Highly Urban/ Urban;19/08/2020;complet;dev_express;2229;2019;Non;Non;+100k€;0-75k€;0-4pts
Commercial;Panel Truck;no;0;;Highly Urban/ Urban;27/08/2020;complet;dev_integral;2230;1955;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;yes;2;8.0;z_Highly Rural/ Rural;13/10/2019;complet;dev_premium;2231;1951;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;5;7.0;Highly Urban/ Urban;27/07/2021;complet;dev_integral;2232;1965;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;3;;Highly Urban/ Urban;11/05/2022;complet;dev_express;2233;1997;Non;Non;50k-75k€;150-200k€;0-4pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;16/06/2019;complet;dev_integral;2234;1994;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;13.0;Highly Urban/ Urban;20/03/2021;complet;dev_integral;2235;2010;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;17/07/2019;incomplet;dev_integral;2236;2018;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;2;5.0;Highly Urban/ Urban;06/03/2021;complet;dev_integral;2237;1952;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;3;10.0;Highly Urban/ Urban;01/11/2020;complet;dev_integral;2238;2013;Non;Non;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;0;12.0;Highly Urban/ Urban;04/12/2019;complet;dev_integral;2239;1990;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;28/04/2020;incomplet;dev_premium;2240;1978;Oui;Oui;0-25k€;-;0-4pts
Commercial;Pickup;no;11;1.0;Highly Urban/ Urban;06/11/2020;incomplet;dev_express;2241;1991;Non;Non;50k-75k€;150-200k€;8-12pts
Private;Sports Car;no;3;;z_Highly Rural/ Rural;18/12/2021;complet;dev_express;2242;1991;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;3;16.0;Highly Urban/ Urban;28/02/2020;complet;dev_express;2243;1952;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Van;no;1;27.0;Highly Urban/ Urban;03/12/2021;complet;dev_integral;2244;1958;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;15.0;Highly Urban/ Urban;02/03/2021;complet;dev_integral;2245;1980;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;5.0;Highly Urban/ Urban;07/06/2021;complet;dev_integral;2246;1969;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;01/07/2019;complet;dev_integral;2247;1946;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;10.0;Highly Urban/ Urban;29/08/2021;complet;dev_integral;2248;2018;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Minivan;yes;0;16.0;Highly Urban/ Urban;08/11/2021;complet;dev_express;2249;1963;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;1;21.0;Highly Urban/ Urban;08/06/2021;complet;dev_express;2250;1955;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;03/07/2021;complet;dev_express;2251;1950;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Pickup;no;0;17.0;Highly Urban/ Urban;13/01/2022;incomplet;dev_express;2252;1954;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;26/01/2020;complet;dev_express;2253;1966;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Van;no;0;8.0;z_Highly Rural/ Rural;16/12/2021;complet;dev_integral;2254;2017;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;0;6.0;z_Highly Rural/ Rural;09/08/2020;complet;dev_express;2255;1986;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;no;0;3.0;z_Highly Rural/ Rural;19/05/2019;complet;dev_express;2256;1971;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;3;13.0;Highly Urban/ Urban;25/12/2019;complet;dev_premium;2257;1960;Oui;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;19.0;Highly Urban/ Urban;28/11/2019;complet;dev_express;2258;1957;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;17.0;z_Highly Rural/ Rural;29/11/2019;complet;dev_express;2259;2019;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Minivan;no;2;;Highly Urban/ Urban;26/10/2021;complet;dev_integral;2260;1974;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;no;0;10.0;Highly Urban/ Urban;15/06/2021;complet;dev_express;2261;1945;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;9.0;z_Highly Rural/ Rural;07/10/2021;complet;dev_premium;2262;1960;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;0;7.0;Highly Urban/ Urban;04/05/2022;complet;dev_express;2263;2020;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;3;;Highly Urban/ Urban;22/01/2022;complet;dev_express;2264;1992;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;4;;Highly Urban/ Urban;17/11/2019;complet;dev_express;2265;1955;Non;Oui;50k-75k€;150-200k€;0-4pts
Commercial;Panel Truck;no;0;6.0;z_Highly Rural/ Rural;29/12/2019;complet;dev_integral;2266;1970;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;0;19.0;Highly Urban/ Urban;15/06/2019;complet;dev_express;2267;1975;Non;Non;75k-100k€;+200k€;0-4pts
Private;Van;no;0;5.0;Highly Urban/ Urban;06/01/2020;complet;dev_integral;2268;2000;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;0;16.0;Highly Urban/ Urban;03/02/2021;complet;dev_express;2269;1984;Non;Non;75k-100k€;-;0-4pts
Commercial;Panel Truck;no;0;9.0;Highly Urban/ Urban;14/04/2019;incomplet;dev_premium;2270;1969;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;30/10/2019;complet;dev_integral;2271;1971;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;5.0;z_Highly Rural/ Rural;18/07/2019;complet;dev_integral;2272;1993;Non;Oui;0-25k€;-;0-4pts
Private;Pickup;yes;5;1.0;Highly Urban/ Urban;14/07/2019;complet;dev_integral;2273;1955;Oui;Oui;50k-75k€;0-75k€;4-8pts
